subject_nr,count_trial,tot_dist,max_abs_dev,avg_abs_dev,AUC,Condition,Exemplar
1,2,1063.0022709027537,85.08215258818974,6.032170747392551,46526.99999999999,Typical,Loewe
1,3,1032.679590002766,65.41896202883714,14.552720358723336,16242.498061573524,Typical,Kaninchen
1,4,1153.4637180633724,99.1837292503676,18.172339724980702,54516.01033185936,Atypical,Seeloewe
1,5,1049.8050788407745,64.34041423598899,20.684093674869747,32053.50000000003,Typical,Alligator
1,6,1961.6948496915627,623.5502198457594,92.45612790801549,228192.85179608833,Atypical,Pinguin
1,7,1587.1767098842397,598.1993172165196,90.85542845602424,315863.5,Typical,Katze
1,8,2118.279379846275,880.764099830054,165.5164078984696,550035.8298331612,Typical,Spatz
1,9,1266.8823383266192,210.78883433263587,28.362876566591062,153632.73398656712,Typical,Chamaeleon
1,10,1150.667091407417,76.83270497619924,17.545582095409987,51609.00000000004,Typical,Pferd
1,11,1028.2022441425927,71.33384077197661,17.955510300925624,48131.49999999997,Atypical,Schmetterling
1,12,1106.0105576284682,97.7269446847738,4.659696000021042,70573.28558673292,Typical,Hai
1,14,1283.1525681896012,154.12214031870974,19.15213224884155,97678.86490040577,Typical,Falke
1,15,1026.1785445259736,84.53080573522794,8.01934749767732,44149.37953967272,Atypical,Wal
1,16,1038.9742162439995,162.9086650233923,8.22970083862617,85775.57653171025,Atypical,Fledermaus
1,17,1447.8829740101694,276.24546599644236,33.708563940477234,207243.49999999988,Typical,Lachs
1,18,1246.2585474258083,237.49066486724251,31.65555921345017,162504.84385643253,Typical,Goldfisch
1,19,1058.2585596767844,66.78884134950374,12.276680725932854,33117.90722262551,Typical,Hund
2,1,1032.1093742098228,96.02861723342767,17.157382528825035,50450.337386524305,Typical,Katze
2,2,1032.5042769573972,31.907563739436398,3.2840092507321534,15579.597213976074,Atypical,Pinguin
2,3,2388.8330653598377,984.8910299983145,180.51305981854304,463585.01150422683,Atypical,Schmetterling
2,4,986.8080246732065,37.89734529160131,7.24944820391173,22885.572398296154,Typical,Spatz
2,5,1848.506009193164,664.9159301368002,92.3710911850653,281493.6520749462,Typical,Falke
2,6,1173.876251606573,38.07690374381443,2.49622725118271,21351.046747336815,Atypical,Aal
2,7,1215.7646620424537,17.66323055511137,2.1540121100308203,9951.71715672994,Typical,Hund
2,8,1097.7993001972952,78.46114081889766,5.789780966915798,49383.64169969329,Typical,Klapperschlange
2,9,1055.399145019765,64.89004870414999,14.312118516392255,13519.319019624712,Atypical,Fledermaus
2,10,1089.181790678297,56.649080690521146,19.0328273174953,29886.999999999945,Typical,Goldfisch
2,11,1077.4662143028002,26.93713569540995,2.1571029977523093,11485.35881187011,Typical,Loewe
2,12,1161.236032485016,34.635150606922025,1.828685549372313,16933.462715649188,Typical,Hai
2,13,1204.9779444865717,193.29369110060398,24.607987465625126,146548.4999999997,Typical,Kaninchen
2,14,1051.4147012375513,17.497558610961377,1.0672096623581917,7061.613475270941,Typical,Lachs
2,15,1140.5154378064206,65.98686442629179,7.835736269618103,43829.99999999987,Typical,Pferd
2,16,2327.8059082996715,1019.0490179154438,241.5763137192613,458158.00000000006,Atypical,Wal
2,17,1145.3900739000405,144.97423731196278,22.279385462261434,81827.61761204225,Typical,Chamaeleon
2,18,2937.219041633189,109.67277810778495,54.033341762474066,106392.06442036123,Atypical,Seeloewe
2,19,1122.0484234612334,91.84789348507871,17.533985459805162,46602.286933241194,Typical,Alligator
3,1,2174.9625427052138,617.8084027246687,148.79240335951218,484707.8977059602,Typical,Spatz
3,2,1221.247649461276,44.64647885223867,6.685015575172662,27802.635440700757,Typical,Hund
3,3,2839.8501129529527,605.7766165677009,103.36490440616494,125169.02243936405,Atypical,Wal
3,4,1064.9382574415301,72.38147272581,34.97636043385462,36334.402946637885,Typical,Pferd
3,5,1102.4724934449514,45.53330495041513,6.5641425214967715,20281.804220496648,Atypical,Schmetterling
3,6,2078.1702519669634,798.6361206246135,230.46903721569754,494752.5,Atypical,Fledermaus
3,7,2571.6926662038754,972.266022133284,257.02584365482585,414769.93275287503,Typical,Alligator
3,8,2601.008935839773,878.1168710310951,251.4291310122889,401384.85473035986,Typical,Falke
3,9,2161.22397548408,792.4956616279004,136.4571275591162,456937.23144838406,Typical,Chamaeleon
3,10,1157.1048891033047,141.3378964990389,18.53136434824387,91712.50000000015,Typical,Kaninchen
